id	kanji	kana	meaning	japanese	korean	english	flags
JLPT-한끝-N5-256	建物	たてもの	건물	あの煙を見なさい。あそこの建物が燃えているに違いない。	저 연기를 봐라 저기 건물이 불타고 있는 게 틀림없어.	Look at that smoke. That building must be on fire.	
JLPT-한끝-N5-257	楽しい	たのしい	즐겁다	彼は森の中を歩いた。頭上では鳥が楽しくさえずっていた。	그는 숲속을 걸었다. 머리 위에서는 새들이 즐겁게 지저귀고 있었다.	He walked in the forest, with birds singing cheerfully above his head.	
JLPT-한끝-N5-258	たぶん	たぶん	아마	アメリカ人が事件に対して影響力をもっと持っていなかったならば、戦争はたぶん避けられたかも知れない。	미국인이 사건에 대해 영향력을 더 갖지 않았다면 전쟁은 어쩌면 피할 수 있었을지도 모른다.	If the Americans had had less influence on affairs, war might well have been avoided.	
JLPT-한끝-N5-259	食べもの	たべもの	음식, 먹을 것	い、いっつも食べ物で懐柔されるとは、限りませんからねっ。	앗, 한가지 음식으로도 회유당한다고는 할 수 없으니까요.	Don't think you'll always be able to placate me with food!	
JLPT-한끝-N5-260	食べる	たべる	먹다	その病気の女性は何でも食べるというわけではなかった。	그 병에 걸린 여성은 무엇이든 먹는다는 것은 아니었다.	The sick woman cannot eat just anything.	
JLPT-한끝-N5-261	たんじょうび	たんじょうび	생일	たんじょうびだからといって、高価な贈り物が必要なわけではない。	생일이라고 해서 비싼 선물이 필요한 것은 아니다.		
JLPT-한끝-N5-262	だんだん	だんだん	점점	年をとるにつれて、人はだんだん無邪気でなくなる。	나이가 들수록 사람은 점점 순진해지지 않는다.	The older we grow, the less innocent we become.	
JLPT-한끝-N5-263	小さい	ちいさい	작다	「僕は、僕の願い事について考えていたのだ」小さい黒いウサギがいいました。	"""저는 제 소원에 대해 생각했었어요."" 작은 검은 토끼가 좋았습니다."	"""I'm just thinking about my wish,"" replied the little black rabbit."	
JLPT-한끝-N5-264	近い	ちかい	가깝다	近いうちに雨が降らない限り、この町は深刻な水不足になるだろう。	조만간 비가 오지 않는 한 이 마을은 심각한 물 부족이 될 것이다.	This city will suffer from an acute water shortage unless it rains soon.	
JLPT-한끝-N5-265	違う	ちがう	틀리다, 다르다	金持ちか貧乏かによって、ものの見方が違うものだ。	부자인지 가난인지에 따라 사물을 보는 방식이 다른 법이다.	We see things differently according to whether we are rich or poor.	
JLPT-한끝-N5-266	近く	ちかく	근처	環境汚染についての恐れは、人々に発電所の近くに家を建てることを思いとどまらせた。	환경오염에 대한 두려움은 사람들에게 발전소 근처에 집을 짓는 것을 단념하게 만들었다.	Fear of pollution discouraged people from building homes near power plants.	
JLPT-한끝-N5-267	地図	ちず	지도	その地図がなかったら、彼は道に迷っていただろう。	그 지도가 없었다면 그는 길을 잃었을 것이다.	Without the map, he would have got lost.	
JLPT-한끝-N5-268	父	ちち	아버지	父がガンで亡くなって、私はガンについての研究を始めようと考えた。	아버지가 암으로 돌아가셔서 나는 암에 대한 연구를 시작하려고 생각했다.	My father's death from cancer challenged me to take up research on it.	
JLPT-한끝-N5-269	ちょうど	ちょうど	마침, 꼭	事実は科学にとって、ちょうど詩人にとっての言葉のようなものである。	사실은 과학에 있어서, 마침 시인에 있어서의 말 같은 것이다.	Facts are to science what words are to the poets.	
JLPT-한끝-N5-270	チョコレート	チョコレート	초콜릿	ダイエットをしていたが、そのチョコレートケーキは彼女を誘惑した。	다이어트를 하고 있었는데, 그 초콜릿 케이크는 그녀를 유혹했다.	The chocolate cake tempted her even though she was dieting.	
JLPT-한끝-N5-271	使う	つかう	쓰다, 사용하다	肌がヒリつくどころか、使う前より肌が安定してるんです。	피부가 뻑뻑하기는커녕 사용하기 전보다 피부가 안정적이에요.	Far from irritating my skin it was better than before I used it.	
JLPT-한끝-N5-272	つかれる	つかれる	피로해지다, 지치다	私は疲れていたが、それにもかかわらず眠れなかった。	나는 피곤했지만 그럼에도 불구하고 잠이 오지 않았다.	I was very tired, but I was nevertheless unable to sleep.	
JLPT-한끝-N5-273	つく	つく	켜지다	あなたが彼について見たことから判断すると、この男は臆病者ではない。	당신이 그에 대해 본 것으로 보아 이 남자는 겁쟁이가 아니다.	Judging from what you have seen of him, this fellow is not a coward.	
JLPT-한끝-N5-274	つける	つける	켜다	彼女は葬儀に参加するだけでなく、すべての段取りをつけなくてはならない。	그녀는 장례식에 참석할 뿐만 아니라 모든 절차를 밟아야 한다.	Besides attending the funeral, she needs to make all the arrangements.	
JLPT-한끝-N5-275	つまらない	つまらない	재미없다, 시시하다	その祭りはつまらないどころではありませんでした。	그 축제는 재미없는 것은 아니었어요.	The festival was far from dull.	
JLPT-한끝-N5-276	冷たい	つめたい	차갑다	虫歯ができちゃって、冷たい物を食べるとしみるんだ。	충치가 생겨서 찬 음식을 먹으면 시린다.	Since I developed this cavity, my tooth has been really sensitive to heat and cold.	
JLPT-한끝-N5-277	強い	つよい	강하다	その工事は住民からの強い反対にもかかわらず、続けられた。	그 공사는 주민들의 강한 반대에도 불구하고 계속되었다.	They carried on with the construction in the face of strong opposition from the residents.	
JLPT-한끝-N5-278	手	て	손	それは定石通りというだけで、手を抜いたわけではないのです。	그건 정석대로라고만 할 뿐 손을 뺀 건 아니에요.	That's just standard practise, it's not like they're cutting corners.	
JLPT-한끝-N5-279	テーブル	テーブル	테이블	その数百年後に、フォークが西洋のテーブルに現れることになるが、ただちに受け入れられたわけではなかった。	그 수백 년 후에 포크가 서양의 테이블에 나타나게 되는데, 곧바로 받아들여진 것은 아니었다.	The fork made its way to Western tables several hundred years later, but it was not immediately accepted.	
JLPT-한끝-N5-280	出かける	でかける	외출하다	何百万の人が実際に自分で見に出かけるとき以上の数のゲームを見ることが出来る。	수백만 명이 실제로 직접 보러 나갈 때 이상의 수의 게임을 볼 수 있다.	Millions of people can see more games than when they have to attend each one in person.	
JLPT-한끝-N5-281	手紙	てがみ	편지	これらの手紙に関しては、燃やしてしまうのが一番いいと思う。	이 편지들에 관해서는 태워 버리는 것이 가장 좋다고 생각한다.	With respect to these letters, I think the best thing is to burn them.	
JLPT-한끝-N5-282	デパート	デパート	백화점	私は服についてはたいていそのデパートで買います。	저는 옷에 대해서는 대개 그 백화점에서 삽니다.	I usually buy my clothes at the department store.	
JLPT-한끝-N5-283	でも	でも	하지만	むろん、舟は何百艘も水面を動きまわっているが、どれでもいいというわけにはいかない。	물론 배들은 수백 척이나 수면을 휘젓고 다니지만 아무거나 다 좋다고 할 수는 없다.	Of course there were several hundred boats moving around on the water but not just any old one would do.	
JLPT-한끝-N5-284	出る	でる	나가다	君が働きに出ることには反対しないけれども、子供達の面倒はどうするつもりだい。	네가 일하러 나가는 것은 반대하지 않지만, 아이들을 돌보는 것은 어떻게 할 거야.	I don't object to your going out to work, but who will look after the children?	
JLPT-한끝-N5-285	天気	てんき	날씨	日が経つにつれて、天気は次第に悪化しつつあった。	날이 갈수록 날씨가 점점 나빠지고 있었다.	The weather was getting worse and worse as the day went on.	
JLPT-한끝-N5-286	電気	でんき	전기	その発電所は、その遠く離れた郡に電気を供給している。	그 발전소는 그 멀리 떨어진 군에 전기를 공급하고 있다.	The power plant supplies the remote country with electricity.	
JLPT-한끝-N5-287	電車	でんしゃ	전철	その電車に乗り遅れない限り、そこへ間に合って着くでしょう。	그 기차를 놓치지 않는 한, 거기에 늦지 않게 도착할 거예요.	You'll get there in time, so long as you don't miss the train.	
JLPT-한끝-N5-288	電話	でんわ	전화	あなたは可能な限り早く、あなたのお母さんに電話をするべきである。	당신은 가능한 한 빨리 당신의 어머니에게 전화를 해야 한다.	You should call your mother as soon as possible.	
JLPT-한끝-N5-289	ドア	ドア	문, 도어	ドアは私と同じくらいの背の高い男性によって開けられた。	문은 나만큼이나 키가 큰 남자에 의해 열렸다.	The door was opened by a tall man.	
JLPT-한끝-N5-290	どういたしまして	どういたしまして	천만의 말씀입니다	「手伝ってくれてありがとう」「どういたしまして」	"""도와줘서 고마워요"" ""어떻게 해요"""	"""Thank you for your help."" ""It's my pleasure."""	
JLPT-한끝-N5-291	どうぞよろしく	どうぞよろしく	잘 부탁합니다	ご両親にどうぞよろしくお伝えください。	부모님께 부디 안부 전해 주세요.	Remember me to your parents.	
JLPT-한끝-N5-292	動物	どうぶつ	동물	人間や動物の生活も、この大気という環境への対応の仕方によって左右される。	인간과 동물의 생활도 이 대기라는 환경에 대한 대응 방식에 따라 좌우된다.	Human and animal life are influenced by their reactions to the atmospheric environment.	
JLPT-한끝-N5-293	遠い	とおい	멀다	子供が親から遠く離れていたら、彼らの安全や幸福に関して親がしてやれることはない。	자녀가 부모로부터 멀리 떨어져 있다면 그들의 안전이나 행복에 관해 부모가 할 수 있는 일은 없다.	When they are far away, there is nothing we can do about their safety or welfare.	
JLPT-한끝-N5-294	十日	とおか	10일	彼は一週間前、つまり五月十日にヨーロッパに向かった。	그는 일주일 전, 즉 오월 십일에 유럽으로 향했다.	He left for Europe a week ago, that is, on the tenth of May.	
JLPT-한끝-N5-295	ときどき	ときどき	때때로	ときどき彼は、仕事の帰りにこの書店に立ち寄ります。	가끔 그는 퇴근길에 이 서점에 들릅니다.	Every now and then he drop in at this bookstore on his way home from the office.	
JLPT-한끝-N5-296	時計	とけい	시계	正確な時間に関して、その部屋の時計をあてにしてはいけない。	정확한 시간에 관해 그 방의 시계를 대면 안 된다.	Do not rely on the room clock for the accurate time of day.	
JLPT-한끝-N5-297	所	ところ	곳, 장소	まだテスト結果については何も報告がないので、みんな待っているところです。	아직 테스트 결과에 대해서는 아무런 보고가 없어서 다들 기다리는 중이에요.	We're all waiting because there's no news about the test results as yet.	
JLPT-한끝-N5-298	図書館	としょかん	도서관	私はその図書館へいった。そして偶然、アンにあった。	나는 그 도서관에 갔다 그리고 우연히 앤을 만났다.	I went into the library; where I happened to meet Ann.	
JLPT-한끝-N5-299	どちら	どちら	어느 쪽	農民はどちらの候補者を支持するかについて、いまだ決めかねています。	농민들은 어느 후보자를 지지할지에 대해 아직 결정하지 못했습니다.	Farmers are still sitting on the fence over which candidate to back.	
JLPT-한끝-N5-300	隣	となり	이웃, 옆	もうこれ以上隣近所の人たちとはうまくやっていけない。	이제 더 이상 이웃 사람들과는 잘 지내지 못한다.	I can't get along with the neighbors any more.	
JLPT-한끝-N5-301	飛ぶ	とぶ	날다	愛は愛から飛び去る翼があるに違いないが、また飛んで戻って来る翼も持っているに違いない。	사랑은 사랑에서 날아가는 날개가 있음에 틀림없지만, 또 날아와서 돌아오는 날개도 가지고 있음에 틀림없다.	Love must have wings to fly away from love, And to fly back again.	
JLPT-한끝-N5-302	止まる	とまる	멈추다	それはとてものろい列車だった。小さな駅ごとに止まるのだった。	그것은 아주 느린 열차였다. 작은 역마다 멈추는 것이었다.	It was a very slow train. It stopped at every little station.	
JLPT-한끝-N5-303	友だち	ともだち	친구	言葉の壁にもかかわらず、私たちはすぐに友達になった。	언어의 장벽에도 불구하고 우리는 곧 친구가 되었다.	In spite of the language difficulty, we soon become friends.	
JLPT-한끝-N5-304	土よう日	どようび	토요일	土よう日は窓口が混雑するため、予約してから来てください。	토요일에는 창구가 붐비므로 예약한 뒤 방문해 주세요.		
JLPT-한끝-N5-305	とる	とる	집다	彼が音楽について大変詳しいのは我々にとって意外なことでした。	그가 음악에 대해 매우 잘 아는 것은 우리에게 뜻밖의 일이었습니다.	His extensive knowledge of music was a revelation to us.	
JLPT-한끝-N5-306	ナイフ	ナイフ	나이프, 칼	中国の食べ物は、ナイフやフォークを使って切る必要がないくらい細かくして出された。	중국 음식은 칼이나 포크를 사용해 자를 필요가 없을 정도로 잘게 만들어졌다.	Chinese food was served in small portions which did not require cutting with a knife or fork.	
JLPT-한끝-N5-307	中	なか	안, 속, 중	ただし、安全日だからって、中出ししても妊娠しないというわけではないらしいです。	다만 안전일이라고 해서 내놓고도 임신을 안 한다는 건 아닌 것 같습니다.	However, it seems that just because it's a 'low risk day' doesn't mean that you won't get pregnant from intravaginal ejaculation.	
JLPT-한끝-N5-308	長い	ながい	길다	長い目で見ると、私達はこの機械を買うことによって、沢山のお金を節約できます。	긴 안목으로 보면 우리는 이 기계를 구입함으로써 많은 돈을 절약할 수 있습니다.	In the long run we can save much money by buying this machine.	
JLPT-한끝-N5-309	夏休み	なつやすみ	여름 휴가, 여름 방학	私は夏休みをたとえ全部ではないにしても、４分の３以上を旅行で過ごした。	나는 여름방학을 비록 전부가 아니더라도 4분의 3 이상을 여행에서 보냈다.	I spent more than three-fourths, if not all, of my summer holidays on trip.	
JLPT-한끝-N5-310	七千円	ななせんえん	7천 엔	この講座の受講料は七千円にすぎないが、内容は非常に充実している。	이 강좌의 수강료는 7천 엔에 불과하지만 내용은 매우 알차다.		
JLPT-한끝-N5-311	七万円	ななまんえん	7만 엔	修理費が七万円を超えるなら、新しい製品を買うほうがよい。	수리비가 7만 엔을 넘는다면 새 제품을 사는 편이 낫다.		
JLPT-한끝-N5-312	何語	なにご	어느 나라 말	エギプトでは、何語が話されていますか。	에키토에서는 어떤 언어가 사용되고 있습니까?	What language do they speak in Egypt?	
JLPT-한끝-N5-313	七日	なのか	7일	あることにすすんで割こうとする時間量で、それが当人にとってどのくらい重要なのかが分かる。	어떤 일에 홀짝으로 나누려는 시간량으로 그것이 당신에게 얼마나 중요한지 알 수 있다.	The amount of time someone is willing to spend on something may communicate how important it is to him.	
JLPT-한끝-N5-314	名前	なまえ	이름	あなたの名前についていくつか質問してもいいですか。	당신의 이름에 대해 몇 가지 질문해도 될까요?	May I ask you some questions about your name?	
JLPT-한끝-N5-315	習う	ならう	배우다	これは英語を習いたいと思う人にとってよい本である。	이것은 영어를 배우고 싶어 하는 사람들에게 좋은 책이다.	This is a good book for anyone wishing to learn English.	
JLPT-한끝-N5-316	並べる	ならべる	늘어놓다	屁理屈ばかり並べて、お前の言ってること全然筋が通ってないよ。	허튼소리만 늘어놓고, 네가 하는 말이 전혀 이치에 맞지 않아.	All you do is string together a bunch of farfetched ideas. I can't understand a word of it.	
JLPT-한끝-N5-317	何	なん・なに	무엇	この世のことは、何もかも知るというわけにはいかない。	이 세상 일은 모든 것을 다 안다고 할 수는 없다.	We cannot know everything in the world.	
JLPT-한끝-N5-318	何人	なんにん	몇 명	新しい事業は何人かの事業家によって資金を賄われた。	새로운 사업은 몇몇 사업가에 의해 자금을 조달되었다.	The new venture was financed by a group of entrepreneurs.	
JLPT-한끝-N5-319	二かい	にかい	2층, 2번	受付は二かいに移ったため、一階には案内係が置かれている。	접수처가 2층으로 옮겨져 1층에는 안내원이 배치되어 있다.		
JLPT-한끝-N5-320	二冊	にさつ	2권	最近王室ファミリーについて出された本で二冊が傑出している。	최근 왕실 가족에 관해 출간된 책 가운데 두 권이 특히 뛰어나다.	Two books stand out among the dozens recently published on the Royal Family.	
JLPT-한끝-N5-321	西	にし	서쪽	もし太陽が西から上がっても、私は計画をあきらめない。	만약 태양이 서쪽에서 올라도 나는 계획을 포기하지 않을 거야.	If the sun were to rise in the west, I would never give up the plan.	
JLPT-한끝-N5-322	西がわ	にしがわ	서쪽, 서쪽 방면	西側諸国はドルを強めるために、協議し合わなければなりません。	서방 국가들은 달러를 강화하기 위해 협의해야 합니다.	Western nations have to put their heads together to strengthen the dollar.	
JLPT-한끝-N5-323	二時間	にじかん	2시간	彼女はピアノを二時間練習しなければならなかった。	그녀는 피아노를 두 시간 연습해야 했다.	She's meant to practice the piano for two hours.	
JLPT-한끝-N5-324	二時間半	にじかんはん	2시간 반	事故の影響で、電車は二時間半にわたって運転を見合わせた。	사고의 영향으로 전철은 두 시간 반 동안 운행을 중단했다.		
JLPT-한끝-N5-325	西口	にしぐち	서쪽 출구	会場へは駅の西口を出て、線路沿いに進んでください。	회장은 역의 서쪽 출구로 나가서 선로를 따라 가시면 됩니다.		
JLPT-한끝-N5-326	二十四時間	にじゅうよじかん	24시간	一日は二十四時間ある。	하루는 24시간 있어.	A day has twenty-four hours.	
JLPT-한끝-N5-327	二百回	にひゃっかい	200회	同じ操作を二百回繰り返した結果、装置に異常が見つかった。	같은 조작을 200회 반복한 결과 장치에서 이상이 발견되었다.		
JLPT-한끝-N5-328	日本語	にほんご	일본어	私の知る限りでは、その本は日本語には翻訳されていない。	내가 알기로는 그 책은 일본어로 번역되지 않았다.	As far as I know, the book has never been translated into Japanese.	
JLPT-한끝-N5-329	二万円	にまんえん	2만 엔	良樹はお金に困って五郎に二万円貸してくれと頼んだ。	료키는 돈이 궁해서 고로에게 2만엔 빌려달라고 부탁했다.	Yoshiki was hard up and asked Goro to lend him 20,000 yen.	
JLPT-한끝-N5-330	ぬぐ	ぬぐ	벗다	彼らはひと肌ぬごうともせず、ぼんやり立っていた。	그들은 한 땀 한 땀 하지 않고 멍하니 서 있었다.	They stood idle, instead of putting their shoulder to the wheel.	
JLPT-한끝-N5-331	ネクタイ	ネクタイ	넥타이	値段はさておき、そのネクタイは色が私に合わない。	가격은 차치하고 그 넥타이는 색깔이 나한테 안 맞아.	Apart from the cost, the color of the tie doesn't suit me.	
JLPT-한끝-N5-332	ねこ	ねこ	고양이	あなたのサイトは、猫に興味のある人達にとって魅力的です。	당신의 사이트는 고양이에 관심이 있는 사람들에게 매력적입니다.	Your site appeals to people who are interested in cats.	
JLPT-한끝-N5-333	登る	のぼる	오르다	その山に登るのは全く不可能というわけではない。	그 산에 오르는 것은 전혀 불가능한 것이 아니다.	It's not absolutely impossible to climb the mountain.	
JLPT-한끝-N5-334	飲みもの	のみもの	음료, 마실 것	その食事には飲み物だけでなくデザートも含まれています。	그 식사에는 음료뿐만 아니라 디저트도 포함되어 있어요.	The meal includes dessert as well as beverage.	
JLPT-한끝-N5-335	飲む	のむ	마시다, (약을) 먹다	ジョンはこのところ酒を飲みすぎている。彼がこれ以上酒を飲むのをやめさせなければならない。	존은 요즘 술을 너무 많이 마셔. 그가 더 이상 술을 마시는 것을 그만두게 해야 해.	John drinks too much these days. We have to stop him from drinking any more.	
JLPT-한끝-N5-336	乗る	のる	타다	その電車に乗り遅れない限り、そこへ間に合って着くでしょう。	그 기차를 놓치지 않는 한, 거기에 늦지 않게 도착할 거예요.	You'll get there in time, so long as you don't miss the train.	
JLPT-한끝-N5-337	歯	は	이	歯を食い縛る、喉元までせりあがった感情を強引に飲み込む。	이를 악무는 목구멍까지 차오른 감정을 억지로 삼킨다.	He gritted his teeth; forced back his growing fear.	
JLPT-한끝-N5-338	パーティー	パーティー	파티	私はパーティーに行くとジェインに約束したから、彼女をがっかりさせるわけにはいかない。	나는 파티에 간다고 제인에게 약속했기 때문에 그녀를 실망시킬 수는 없어.	I promised to go to the party with Jane, and I can't let her down.	
JLPT-한끝-N5-339	〜はい	〜はい	~잔	はい。１００メートルを１２秒で走る事ができます。	네, 100미터를 12초에 달릴 수 있어요.	Yes. He can run 100 meters within twelve seconds.	
JLPT-한끝-N5-340	入る	はいる	들어가다	私の知る限りでは、これが手に入る唯一の翻訳書だ。	내가 알기론 이게 구할 수 있는 유일한 번역서야.	To the best of my knowledge, this is the only translation available.	
JLPT-한끝-N5-341	はがき	はがき	엽서	彼女が私に送ってきてくれた葉書には、動物のにおいが大嫌いだと書かれていました。	그녀가 저에게 보내준 엽서에는 동물 냄새가 너무 싫다고 쓰여 있었어요.	She sent me a postcard that said she hates the smell of animals.	
JLPT-한끝-N5-342	はく	はく	(바지 등을) 입다, (신을) 신다	このくつを試しにはいて、合うかどうかみてみなさい。	이 버킷을 시험해 보고 맞는지 확인해 보세요.	Try these shoes on and see of they fit you.	
JLPT-한끝-N5-343	橋	はし	다리	眼鏡の形をしていることから、その橋を眼鏡橋とよぶ。	안경의 형태를 하고 있다 하여 그 다리를 안경다리라고 부른다.	Since the bridge looks like a pair of glasses, they call it Meganebashi.	
JLPT-한끝-N5-344	はじめて	はじめて	처음(으로)	明るくなりはじめて、物が次第に見えるようになった。	밝아지기 시작하면서 사물이 점차 보이게 되었다.	It began to be light, and things were becoming visible by degrees.	
JLPT-한끝-N5-345	はじめに	はじめに	처음에	いいえ、はじめに９番におかけ下さい。	아니요 처음에 9번에 앉으세요.	No, Please dial nine first.	
JLPT-한끝-N5-346	走る	はしる	달리다	その車は五千ドルもしたが、それにもかかわらず、まともに走らなかった。	그 차는 오천 달러나 했지만 그럼에도 불구하고 제대로 달리지 않았다.	The car cost $5000 and did not run well at that.	
JLPT-한끝-N5-347	バス	バス	버스	ジョージは、最近、３時間の格闘の末に釣った重さ３０ポンドのバスの話をしていた。	조지는 최근 3시간의 격투 끝에 잡은 무게 30파운드의 버스 이야기를 하고 있었다.	George was describing a 30 pound bass he'd caught recently after fighting it for three hours.	
JLPT-한끝-N5-348	二十歳	はたち	20살	彼女は二十歳だといったが、それはうそだった。	그녀는 스무 살이라고 했지만, 그건 거짓말이었다.	She said she was twenty years old, which was not true.	
JLPT-한끝-N5-349	働く	はたらく	일하다	今月の終わりまでには、この町で働く人の数は１０００以上になっているだろう。	이달 말까지는 이 마을에서 일하는 사람의 수가 1000개 이상이 될 것이다.	The number of the people working in this city will be more than one thousand by the end of this month.	
JLPT-한끝-N5-350	八時	はちじ	8시	しかし私は授業の間ずっと寝ていました。あなたは今までで、八時三十分からの授業で眠ったことはありませんか。	하지만 저는 수업 내내 자고 있었어요, 당신은 지금까지로, 8시 30분부터의 수업에서 잠든 적은 없나요?	But I slept right through the class. Don't you ever sleep through an eight-thirty class?	
JLPT-한끝-N5-351	八万円	はちまんえん	8만 엔	そのアルバイトで一ヶ月八万円までは稼げる。	그 아르바이트로 한 달 팔만엔까지는 벌 수 있어.	You can make up to 80,000 yen a month in that part-time job.	
JLPT-한끝-N5-352	二十日	はつか	20일	ちょっと見ただけでは善人と悪人の区別はつかない。	하지만 조금만 봐도 선인과 악인의 구별은 안 된다.	We cannot tell a good person from a bad one by looks alone.	
JLPT-한끝-N5-353	八百人	はっぴゃくにん	800명	定員八百人の会場が満席になるほど、多くの人が講演に関心を示した。	정원 800명의 행사장이 가득 찰 만큼 많은 사람이 강연에 관심을 보였다.		
JLPT-한끝-N5-354	花	はな	꽃	もっとも美しい花がもっとも香りがよいとは限らない。	가장 아름다운 꽃이 가장 향기가 좋은 것은 아니다.	The handsomest flower is not sweetest.	
JLPT-한끝-N5-355	話	はなし	이야기	我が党の党首は他の党首達と会見し、その問題について話をした。	우리당 당수는 다른 당수들과 회견을 하고 그 문제에 대해 이야기를 나눴다.	The leader of our party met with the other leaders and talked about the problem.	
JLPT-한끝-N5-356	話す	はなす	이야기하다	目上の人のすることについて話す時、尊敬語を使います。	웃어른이 하는 일에 대해 말할 때 존경어를 사용합니다.	When speaking about your superiors' actions, you use respectful language.	
JLPT-한끝-N5-357	バナナ	バナナ	바나나	ゆうべ持ってきてくれたバナナはみんな腐っていた。	어젯밤에 가져다 준 바나나는 모두 썩어 있었다.	The bananas you brought to me last night were all bad.	
JLPT-한끝-N5-358	花見	はなみ	꽃구경	ヒラヒラと桜の花が舞っている。もうお花見の季節も終わりだな。	울긋불긋 벚꽃이 춤을 추고 있다 이제 꽃구경하는 계절도 끝나가네.	It looks like cherry blossom-viewing season is at an end. You can see the petals fluttering down.	
JLPT-한끝-N5-359	母	はは	어머니	彼の父が死んだ、そしてさらに悪いことには母も病気になった。	그의 아버지가 죽었고, 그리고 더 나쁜 것은 어머니도 병에 걸렸다.	His father died, and to make matters worse, his mother fell ill.	
JLPT-한끝-N5-360	はやく	はやく	일찍	雨のせいで、私ははやく運転することが出来なかった。	비 때문에 나는 빨리 운전할 수가 없었어.	The rain made it impossible for me to drive fast.	
JLPT-한끝-N5-361	春	はる	봄	春のある晴れた一日、我々は遠足を十分に楽しんだ。	봄의 어느 화창한 날, 우리는 소풍을 충분히 즐겼다.	On a fine day in spring, we enjoyed a walking tour to the full.	
JLPT-한끝-N5-362	はる	はる	붙이다	さてここにはるちゃんという名の日本の女の子についての話があります。	그런데 여기에 하루키라는 이름의 일본 소녀에 대한 이야기가 있습니다.	Now here is a story about a Japanese girl named Haru-chan.	
JLPT-한끝-N5-363	ハンカチ	ハンカチ	손수건	「このハンカチはいくらですか」「９５セントです」	"""이 손수건은 얼마입니까"" ""95센트입니다"""	"""How much is this handkerchief?"" ""It is ninety-five cents."""	
JLPT-한끝-N5-364	半分	はんぶん	절반	彼は食事をグラス半分のビールを飲むことから始めた。	그는 식사를 한 잔의 맥주를 마시는 것으로 시작했다.	He began his meal by drinking half a glass of ale.	
JLPT-한끝-N5-365	ピアノ	ピアノ	피아노	ジャックが音楽が苦手なんてとんでもない、それどころか、ピアノを弾くのがうまい。	잭이 음악을 잘 못하다니 말도 안 돼, 그건 그렇고 피아노를 잘 치네.	It isn't true that Jack is no good at music : on the contrary, he plays the piano well.	
JLPT-한끝-N5-366	東	ひがし	동쪽	東アジアの経済はエネルギー価格の上昇で大きな打撃を受けた。	동아시아 경제는 에너지 가격 상승으로 큰 타격을 입었다.	The economies were hit hard by energy price increases.	
JLPT-한끝-N5-367	東がわ	ひがしがわ	동쪽, 동쪽 방면	そのホテルは東側は湖に接している。	그 호텔은 동쪽은 호수에 접해 있다.	The hotel adjoins a lake on the east.	
JLPT-한끝-N5-368	東口	ひがしぐち	동쪽 출입구	工事に伴い、東口は来週まで利用できないことになっている。	공사로 인해 동쪽 출구는 다음 주까지 이용할 수 없게 되어 있다.		
JLPT-한끝-N5-369	〜ひき	〜ひき	~마리	セーターを着なさい。さもないと風邪をひきますよ。	스웨터를 입어라 그렇지 않으면 감기에 걸리거든요.	Put on your sweater. Otherwise you will catch cold.	
JLPT-한끝-N5-370	ひく	ひく	(기타, 피아노를) 치다, (감기에) 걸리다	冬に暖かい服装をしていないと、ひどいかぜをひくことになりかねない。	겨울에 따뜻한 옷을 입지 않으면 심한 가위를 물게 될 수 있다.	If you don't wear warm clothes in winter, it wouldn't be surprising if you caught a bad cold.	
JLPT-한끝-N5-371	ひくい	ひくい	낮다, (키가) 작다	私の知る限りでは、彼はこの学校で最も背が低い学生だ。	내가 알기론 그는 이 학교에서 가장 키가 작은 학생이다.	As far as I know, he is the shortest student in this school.	
JLPT-한끝-N5-372	ひこうき	ひこうき	비행기	悪天候にもかかわらず、ひこうきは予定どおり出発した。	악천후에도 불구하고 비행기는 예정대로 출발했다.		
JLPT-한끝-N5-373	ひま	ひま	시간, 틈	私は日曜日は必ずしも暇というわけではない。	나는 일요일은 꼭 한가한 게 아니야.	I'm not always free on Sundays.	
JLPT-한끝-N5-374	左	ひだり	왼쪽	道なりに進んで、三つ目の交差点を左に曲がって下さい。	길 따라가셔서 세 번째 사거리에서 왼쪽으로 꺾으시면 됩니다.	Walk along the street and turn left at the third intersection.	
JLPT-한끝-N5-375	左がわ	ひだりがわ	좌측	行きつづけなさい。あなたは左側にその銀行を見るでしょう。	계속 가, 당신은 왼쪽에 그 은행을 볼 거예요.	Keep on going. You'll see bank on your left.	
JLPT-한끝-N5-376	人	ひと	사람	例のスキャンダルはそういつまでも臭いものにフタというわけにはいくまい。いずれ人は嗅ぎつけてしまうさ。	예를 들어 스캔들은 언제까지나 냄새에 붕 뜬 것이 될 수 없지. 어느 순간 사람은 맡아 버릴 테니까.	I don't think we can keep the lid on the scandal much longer; people are bound to find out.	
JLPT-한끝-N5-377	一つ	ひとつ	1개	改良された医療技術は、宇宙開発計画の副産物として派生したものの一つである。	개량된 의료기술은 우주개발 계획의 부산물로 파생된 것 중 하나다.	Improved medical technology has been one of the spin-offs of the space program.	
JLPT-한끝-N5-378	一人	ひとり	혼자, 1명	私が知る限り、彼は町で最もすぐれた医者の一人だ。	내가 아는 한, 그는 마을에서 가장 뛰어난 의사 중 한 명이다.	As far as I know, he is one of the best doctors in town.	
